Player,Age,Pos,Date,Tm, ,Opp, ,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Clint Capela,23-242,C,2018-01-15 *,HOU,@,LAC,L,1,28,6,10,.600,6,10,.600,0,0,,2,3,.667,6,1,7,0,1,2,1,1,14,14.5
DeMarre Carroll,31-183,F,2018-01-26 *,BRK,@,MIL,L,1,28,4,10,.400,3,5,.600,1,5,.200,5,6,.833,2,7,9,3,2,0,1,1,14,14.4
DeMarre Carroll,31-239,F,2018-03-23 *,BRK,@,TOR,L,1,31,4,7,.571,2,3,.667,2,4,.500,4,6,.667,0,3,3,0,0,2,0,2,14,11.4
DeMarre Carroll,31-102,F,2017-11-06 *,BRK,@,PHO,W,1,33,5,12,.417,4,7,.571,1,5,.200,3,4,.750,3,8,11,0,0,0,2,4,14,8.1
DeMarre Carroll,31-244,F,2018-03-28 *,BRK,@,ORL,W,1,30,6,10,.600,4,5,.800,2,5,.400,0,0,,0,12,12,2,1,1,1,5,14,13.1
DeMarre Carroll,31-195,F,2018-02-07 *,BRK,@,DET,L,1,33,4,14,.286,1,4,.250,3,10,.300,3,3,1.000,2,10,12,4,1,0,2,6,14,9.6
DeMarre Carroll,31-158,F,2018-01-01 *,BRK,,ORL,W,1,29,6,12,.500,5,8,.625,1,4,.250,1,2,.500,2,8,10,2,1,0,0,3,14,12.6
Michael Carter-Williams,26-141,G,2018-02-28 *,CHO,@,BOS,L,0,19,5,5,1.000,5,5,1.000,0,0,,4,5,.800,1,1,2,2,1,3,2,0,14,15.6
Omri Casspi,29-179,F,2017-12-18 *,GSW,@,LAL,W,0,26,5,9,.556,5,9,.556,0,0,,4,4,1.000,3,7,10,3,1,0,1,3,14,14.8
Willie Cauley-Stein,24-169,F-C,2018-02-03 *,SAC,,DAL,L,1,31,7,12,.583,7,12,.583,0,0,,0,0,,1,7,8,1,2,1,2,3,14,11.4
Willie Cauley-Stein,24-219,F-C,2018-03-25 *,SAC,,BOS,L,1,33,4,14,.286,4,14,.286,0,0,,6,6,1.000,2,4,6,4,0,0,2,2,14,8.4
Tyler Cavanaugh,23-303,F,2017-12-09 *,ATL,,ORL,W,0,27,5,8,.625,2,3,.667,3,5,.600,1,2,.500,2,6,8,2,0,0,0,4,14,13.0
Mario Chalmers,31-178,G,2017-11-13 *,MEM,@,MIL,L,0,25,3,4,.750,2,2,1.000,1,2,.500,7,8,.875,0,5,5,6,1,0,5,6,14,11.3
Mario Chalmers,31-201,G,2017-12-06 *,MEM,@,NYK,L,0,23,5,9,.556,4,7,.571,1,2,.500,3,4,.750,0,1,1,2,2,0,1,3,14,10.8
Tyson Chandler,35-053,C,2017-11-24 *,PHO,,NOP,L,1,28,6,7,.857,6,7,.857,0,0,,2,2,1.000,3,6,9,0,1,0,1,1,14,15.0
Tyson Chandler,35-061,C,2017-12-02 *,PHO,@,BOS,L,1,28,7,10,.700,7,10,.700,0,0,,0,0,,6,12,18,3,0,0,0,1,14,19.3
Wilson Chandler,30-187,F,2017-11-13 *,DEN,@,POR,L,1,33,5,9,.556,4,5,.800,1,4,.250,3,3,1.000,3,4,7,6,1,0,1,3,14,16.0
Wilson Chandler,30-217,F,2017-12-13 *,DEN,@,BOS,L,1,37,4,10,.400,4,8,.500,0,2,.000,6,7,.857,2,3,5,2,2,0,1,3,14,11.7
Marquese Chriss,20-180,F,2017-12-29 *,PHO,@,SAC,W,1,28,5,6,.833,2,3,.667,3,3,1.000,1,4,.250,3,5,8,4,1,1,1,2,14,16.9
Ian Clark,26-335,G,2018-02-05 *,NOP,,UTA,L,0,20,7,11,.636,7,9,.778,0,2,.000,0,0,,0,2,2,2,0,0,1,2,14,9.3
Ian Clark,27-004,G,2018-03-11 *,NOP,,UTA,L,0,26,6,11,.545,6,10,.600,0,1,.000,2,3,.667,0,2,2,0,0,0,0,4,14,7.3
Ian Clark,26-229,G,2017-10-22 *,NOP,@,LAL,W,0,24,6,9,.667,4,4,1.000,2,5,.400,0,0,,0,2,2,2,2,0,2,0,14,12.1
Ian Clark,26-227,G,2017-10-20 *,NOP,,GSW,L,0,27,5,7,.714,1,3,.333,4,4,1.000,0,0,,0,1,1,3,1,0,0,2,14,13.7
Jordan Clarkson,25-261,G,2018-02-23 *,CLE,@,MEM,W,0,20,6,13,.462,4,7,.571,2,6,.333,0,0,,0,4,4,2,0,1,4,1,14,6.2
Jordan Clarkson,25-265,G,2018-02-27 *,CLE,,BRK,W,0,21,5,10,.500,3,6,.500,2,4,.500,2,4,.500,1,2,3,3,1,0,0,1,14,12.2
Jordan Clarkson,25-281,G,2018-03-15 *,CLE,@,POR,L,0,24,6,12,.500,5,7,.714,1,5,.200,1,2,.500,0,3,3,3,0,0,1,3,14,8.4
Jordan Clarkson,25-148,G,2017-11-02 *,LAL,@,POR,L,0,22,6,9,.667,6,8,.750,0,1,.000,2,4,.500,0,1,1,4,0,0,0,2,14,11.6
Jordan Clarkson,25-251,G,2018-02-13 *,CLE,@,OKC,W,0,24,6,10,.600,5,7,.714,1,3,.333,1,2,.500,0,3,3,4,0,0,1,2,14,10.9
John Collins,20-029,F,2017-10-22 *,ATL,@,BRK,L,0,21,5,11,.455,5,11,.455,0,0,,4,4,1.000,6,7,13,0,0,1,2,5,14,11.3
John Collins,20-164,F,2018-03-06 *,ATL,@,TOR,L,1,29,6,12,.500,6,11,.545,0,1,.000,2,2,1.000,1,2,3,3,1,0,2,3,14,9.2
John Collins,20-060,F,2017-11-22 *,ATL,,LAC,L,1,38,7,9,.778,7,9,.778,0,0,,0,0,,3,7,10,3,4,0,2,4,14,17.2
John Collins,20-036,F,2017-10-29 *,ATL,,MIL,L,0,25,5,7,.714,5,7,.714,0,0,,4,7,.571,1,6,7,0,0,1,0,2,14,12.3
John Collins,20-053,F,2017-11-15 *,ATL,,SAC,W,0,22,7,9,.778,7,9,.778,0,0,,0,0,,2,6,8,0,0,0,3,5,14,8.7
John Collins,20-030,F,2017-10-23 *,ATL,@,MIA,L,0,18,6,11,.545,6,11,.545,0,0,,2,2,1.000,4,7,11,2,0,1,0,2,14,14.9
John Collins,20-025,F,2017-10-18 *,ATL,@,DAL,W,0,22,6,10,.600,6,10,.600,0,0,,2,3,.667,3,2,5,1,2,0,1,1,14,13.0
Darren Collison,30-058,G,2017-10-20 *,IND,,POR,L,1,31,5,9,.556,4,6,.667,1,3,.333,3,4,.750,1,3,4,4,1,0,2,3,14,11.5
Darren Collison,30-105,G,2017-12-06 *,IND,,CHI,W,1,21,6,10,.600,4,5,.800,2,5,.400,0,0,,0,1,1,2,0,0,1,3,14,8.9
Darren Collison,30-112,G,2017-12-13 *,IND,,OKC,L,1,29,6,9,.667,4,6,.667,2,3,.667,0,0,,1,2,3,3,0,1,1,3,14,12.0
Darren Collison,30-122,G,2017-12-23 *,IND,,BRK,W,1,38,6,10,.600,5,8,.625,1,2,.500,1,2,.500,0,0,0,9,1,0,0,1,14,15.9
Darren Collison,30-116,G,2017-12-17 *,IND,@,BRK,W,1,34,6,10,.600,5,9,.556,1,1,1.000,1,2,.500,1,3,4,7,2,0,0,3,14,16.3
DeMarcus Cousins,27-096,C-F,2017-11-17 *,NOP,@,DEN,L,1,25,6,16,.375,6,13,.462,0,3,.000,2,3,.667,2,4,6,4,0,0,3,4,14,5.6
Robert Covington,26-328,F,2017-11-07 *,PHI,@,UTA,W,1,28,5,8,.625,2,3,.667,3,5,.600,1,3,.333,1,11,12,0,1,1,3,6,14,9.9
Robert Covington,26-346,F,2017-11-25 *,PHI,,ORL,W,1,29,5,7,.714,3,3,1.000,2,4,.500,2,3,.667,0,8,8,2,1,0,1,2,14,13.7
Allen Crabbe,25-258,G-F,2017-12-23 *,BRK,@,IND,L,1,35,5,10,.500,4,7,.571,1,3,.333,3,5,.600,1,4,5,2,0,0,0,3,14,10.3
Allen Crabbe,25-297,G-F,2018-01-31 *,BRK,,PHI,W,1,29,6,13,.462,4,5,.800,2,8,.250,0,0,,0,5,5,0,0,1,0,4,14,7.9
Torrey Craig,26-364,G-F,2017-12-18 *,DEN,@,OKC,L,1,30,5,5,1.000,2,2,1.000,3,3,1.000,1,2,.500,0,2,2,1,1,1,1,3,14,12.9
Jamal Crawford,37-340,G,2018-02-23 *,MIN,@,HOU,L,0,24,5,16,.313,2,9,.222,3,7,.429,1,2,.500,1,2,3,0,0,0,0,4,14,4.1
Jae Crowder,27-262,F,2018-03-25 *,UTA,@,GSW,W,0,30,6,11,.545,4,7,.571,2,4,.500,0,0,,0,5,5,2,0,0,0,2,14,10.8
Jae Crowder,27-240,F,2018-03-03 *,UTA,@,SAC,W,0,28,4,11,.364,1,6,.167,3,5,.600,3,7,.429,1,3,4,1,1,1,2,3,14,7.1
Jae Crowder,27-106,F,2017-10-20 *,CLE,@,MIL,W,1,25,6,8,.750,4,6,.667,2,2,1.000,0,0,,0,4,4,1,1,0,0,1,14,13.3
Jae Crowder,27-250,F,2018-03-13 *,UTA,,DET,W,0,24,5,8,.625,2,2,1.000,3,6,.500,1,1,1.000,0,4,4,3,2,0,1,1,14,14.3
Jae Crowder,27-139,F,2017-11-22 *,CLE,,BRK,W,1,26,4,5,.800,1,2,.500,3,3,1.000,3,3,1.000,0,1,1,1,2,0,1,0,14,14.1
Jae Crowder,27-221,F,2018-02-12 *,UTA,,SAS,W,0,33,4,11,.364,1,6,.167,3,5,.600,3,4,.750,0,3,3,1,1,0,2,4,14,6.5
Dante Cunningham,30-316,F,2018-03-04 *,BRK,@,LAC,L,0,22,5,8,.625,3,4,.750,2,4,.500,2,2,1.000,0,3,3,1,1,0,0,1,14,12.6
Stephen Curry,29-322,G,2018-01-30 *,GSW,@,UTA,L,1,30,4,13,.308,3,6,.500,1,7,.143,5,5,1.000,1,1,2,5,0,0,3,1,14,7.6
Troy Daniels,26-113,G,2017-11-05 *,PHO,@,SAS,L,0,16,4,6,.667,0,1,.000,4,5,.800,2,2,1.000,0,1,1,0,0,0,1,0,14,10.7
Troy Daniels,26-127,G,2017-11-19 *,PHO,,CHI,W,0,18,5,9,.556,1,2,.500,4,7,.571,0,0,,1,3,4,2,0,0,1,1,14,11.3
Troy Daniels,26-159,G,2017-12-21 *,PHO,,MEM,W,0,22,3,7,.429,0,1,.000,3,6,.500,5,5,1.000,0,2,2,2,1,0,2,3,14,10.1
Anthony Davis,24-335,F-C,2018-02-09 *,NOP,@,PHI,L,1,28,6,19,.316,6,16,.375,0,3,.000,2,3,.667,0,8,8,0,1,0,0,2,14,5.3
Deyonta Davis,20-355,F-C,2017-11-22 *,MEM,,DAL,L,0,15,6,7,.857,6,7,.857,0,0,,2,2,1.000,0,7,7,0,0,2,0,1,14,14.6
Deyonta Davis,21-084,F-C,2018-02-24 *,MEM,@,MIA,L,1,23,6,11,.545,6,11,.545,0,0,,2,2,1.000,2,5,7,0,0,0,0,3,14,10.4
Deyonta Davis,21-025,F-C,2017-12-27 *,MEM,@,LAL,W,0,15,5,6,.833,5,6,.833,0,0,,4,4,1.000,1,3,4,0,0,2,0,0,14,14.8
Ed Davis,28-239,F,2018-01-30 *,POR,@,LAC,W,0,20,5,8,.625,5,8,.625,0,0,,4,6,.667,5,4,9,0,1,2,0,4,14,15.1
Dewayne Dedmon,28-168,C,2018-01-27 *,ATL,,WAS,L,0,23,7,9,.778,7,8,.875,0,1,.000,0,0,,2,3,5,1,0,0,1,2,14,11.7
DeMar DeRozan,28-170,G-F,2018-01-24 *,TOR,@,ATL,W,1,27,4,12,.333,3,10,.300,1,2,.500,5,6,.833,1,2,3,4,1,0,3,1,14,8.5
Cheick Diallo,21-177,F,2018-03-09 *,NOP,,WAS,L,0,22,7,10,.700,7,10,.700,0,0,,0,1,.000,1,8,9,2,0,3,1,4,14,13.4
Gorgui Dieng,27-353,C,2018-01-06 *,MIN,,NOP,W,0,21,6,9,.667,4,7,.571,2,2,1.000,0,0,,1,2,3,2,1,1,0,4,14,12.9
Gorgui Dieng,28-012,C,2018-01-30 *,MIN,@,TOR,L,0,19,6,7,.857,6,7,.857,0,0,,2,2,1.000,0,1,1,0,1,2,0,1,14,13.8
Spencer Dinwiddie,24-235,G,2017-11-27 *,BRK,@,HOU,L,1,31,6,14,.429,4,6,.667,2,8,.250,0,1,.000,0,4,4,7,0,0,0,2,14,11.5
Spencer Dinwiddie,24-344,G,2018-03-16 *,BRK,@,PHI,L,0,31,5,12,.417,4,8,.500,1,4,.250,3,5,.600,1,2,3,5,0,0,1,3,14,9.4
Tyler Dorsey,21-360,G,2018-02-09 *,ATL,,CLE,L,0,23,4,10,.400,1,3,.333,3,7,.429,3,3,1.000,0,1,1,1,0,0,1,1,14,8.2
Tyler Dorsey,21-347,G,2018-01-27 *,ATL,,WAS,L,0,21,3,6,.500,1,1,1.000,2,5,.400,6,7,.857,0,2,2,4,0,0,0,0,14,14.0
Damyean Dotson,23-189,G,2017-11-11 *,NYK,,SAC,W,0,14,6,9,.667,4,6,.667,2,3,.667,0,0,,0,1,1,1,0,0,2,3,14,7.9
Goran Dragic,31-319,G,2018-03-21 *,MIA,,NYK,W,1,25,5,11,.455,5,8,.625,0,3,.000,4,4,1.000,1,1,2,5,0,0,2,1,14,10.4
Goran Dragic,31-234,G,2017-12-26 *,MIA,,ORL,W,1,30,6,18,.333,5,13,.385,1,5,.200,1,2,.500,0,4,4,6,2,0,5,2,14,5.0
Andre Drummond,24-199,C,2018-02-25 *,DET,@,CHO,L,1,32,7,13,.538,7,13,.538,0,0,,0,1,.000,4,10,14,1,1,0,1,3,14,12.6
Andre Drummond,24-114,C,2017-12-02 *,DET,@,PHI,L,1,35,4,8,.500,4,7,.571,0,1,.000,6,8,.750,1,10,11,6,5,1,1,6,14,19.4
Andre Drummond,24-090,C,2017-11-08 *,DET,,IND,W,1,34,7,9,.778,7,9,.778,0,0,,0,7,.000,4,17,21,4,0,1,4,4,14,13.5
Andre Drummond,24-142,C,2017-12-30 *,DET,,SAS,W,1,38,6,11,.545,6,11,.545,0,0,,2,4,.500,4,17,21,6,3,0,0,3,14,21.8
Andre Drummond,24-175,C,2018-02-01 *,DET,,MEM,W,1,28,7,15,.467,7,15,.467,0,0,,0,2,.000,2,13,15,3,3,1,3,4,14,12.0
Andre Drummond,24-113,C,2017-12-01 *,DET,@,WAS,L,1,37,5,10,.500,5,9,.556,0,1,.000,4,5,.800,3,14,17,7,1,4,3,5,14,18.6
Andre Drummond,24-162,C,2018-01-19 *,DET,,WAS,L,1,43,4,5,.800,4,5,.800,0,0,,6,8,.750,6,15,21,8,2,2,5,6,14,21.6
Andre Drummond,24-074,C,2017-10-23 *,DET,,PHI,L,1,38,5,9,.556,5,9,.556,0,0,,4,6,.667,5,9,14,1,4,1,1,5,14,17.5
Kevin Durant,29-116,F-G,2018-01-23 *,GSW,,NYK,W,1,32,4,10,.400,2,5,.400,2,5,.400,4,4,1.000,1,3,4,14,2,2,5,3,14,17.2
Henry Ellenson,20-285,F,2017-10-25 *,DET,,MIN,W,0,21,6,12,.500,4,5,.800,2,7,.286,0,0,,0,5,5,1,0,0,1,0,14,9.2
Wayne Ellington,30-145,G,2018-03-23 *,MIA,@,OKC,L,0,26,4,8,.500,0,2,.000,4,6,.667,2,2,1.000,0,4,4,2,0,0,0,2,14,11.8
Wayne Ellington,30-033,G,2017-12-01 *,MIA,,CHO,W,0,18,5,9,.556,1,2,.500,4,7,.571,0,0,,0,4,4,1,2,0,0,1,14,13.2
Joel Embiid,24-005,C,2018-03-21 *,PHI,,MEM,W,1,20,4,10,.400,4,8,.500,0,2,.000,6,6,1.000,1,6,7,4,1,1,1,2,14,13.8
Joel Embiid,23-282,C,2017-12-23 *,PHI,@,TOR,L,1,23,5,13,.385,4,9,.444,1,4,.250,3,4,.750,0,8,8,2,0,3,5,2,14,6.6
James Ennis,27-175,F,2017-12-23 *,MEM,,LAC,W,0,28,6,8,.750,5,6,.833,1,2,.500,1,1,1.000,1,1,2,1,0,0,2,1,14,10.1
James Ennis,27-251,F,2018-03-09 *,DET,,CHI,W,1,31,6,10,.600,4,7,.571,2,3,.667,0,1,.000,2,1,3,1,3,0,1,3,14,12.2
James Ennis,27-225,F,2018-02-11 *,DET,@,ATL,L,0,23,5,7,.714,4,5,.800,1,2,.500,3,4,.750,2,2,4,1,2,0,0,3,14,14.2
James Ennis,27-114,F,2017-10-23 *,MEM,@,HOU,W,1,37,4,8,.500,4,8,.500,0,0,,6,7,.857,2,9,11,1,1,0,3,4,14,10.8
James Ennis,27-249,F,2018-03-07 *,DET,,TOR,L,0,36,4,6,.667,4,4,1.000,0,2,.000,6,6,1.000,1,4,5,4,0,1,1,4,14,14.2
James Ennis,27-123,F,2017-11-01 *,MEM,,ORL,L,1,35,4,9,.444,3,5,.600,1,4,.250,5,5,1.000,0,3,3,3,2,0,0,1,14,13.9
Tyreke Evans,28-039,G-F,2017-10-28 *,MEM,,HOU,W,0,24,5,12,.417,3,7,.429,2,5,.400,2,2,1.000,1,6,7,4,1,0,1,1,14,12.5
Tyreke Evans,28-122,G-F,2018-01-19 *,MEM,,SAC,W,1,28,4,15,.267,3,10,.300,1,5,.200,5,6,.833,2,4,6,5,1,0,4,0,14,7.8
Kenneth Faried,28-011,F,2017-11-30 *,DEN,,CHI,W,1,22,7,10,.700,7,10,.700,0,0,,0,0,,4,9,13,1,0,0,1,3,14,13.8
Kenneth Faried,28-005,F,2017-11-24 *,DEN,,MEM,W,1,31,3,3,1.000,3,3,1.000,0,0,,8,12,.667,4,5,9,1,0,1,1,2,14,15.4
Derrick Favors,26-174,F-C,2018-01-05 *,UTA,@,DEN,L,1,34,6,10,.600,6,10,.600,0,0,,2,3,.667,1,9,10,1,0,3,2,2,14,12.4
Derrick Favors,26-159,F-C,2017-12-21 *,UTA,,SAS,W,1,32,5,10,.500,5,10,.500,0,0,,4,5,.800,4,5,9,1,0,1,1,3,14,12.1
Derrick Favors,26-186,F-C,2018-01-17 *,UTA,@,SAC,W,1,31,5,9,.556,5,9,.556,0,0,,4,5,.800,5,6,11,1,0,1,0,2,14,15.2
Derrick Favors,26-203,F-C,2018-02-03 *,UTA,@,SAS,W,1,28,6,11,.545,6,9,.667,0,2,.000,2,3,.667,0,6,6,1,0,0,1,0,14,9.8
Derrick Favors,26-095,F-C,2017-10-18 *,UTA,,DEN,W,1,28,7,14,.500,7,13,.538,0,1,.000,0,0,,0,4,4,4,1,0,1,4,14,9.4
Derrick Favors,26-224,F-C,2018-02-24 *,UTA,,DAL,W,1,31,6,11,.545,6,10,.600,0,1,.000,2,4,.500,2,4,6,1,0,1,0,3,14,10.7
Derrick Favors,26-105,F-C,2017-10-28 *,UTA,,LAL,W,1,30,7,11,.636,7,10,.700,0,1,.000,0,0,,3,7,10,1,1,1,4,2,14,10.9
Derrick Favors,26-147,F-C,2017-12-09 *,UTA,@,MIL,L,1,27,5,11,.455,4,8,.500,1,3,.333,3,3,1.000,2,1,3,0,0,1,2,4,14,7.1
Derrick Favors,26-189,F-C,2018-01-20 *,UTA,,LAC,W,1,32,5,10,.500,5,9,.556,0,1,.000,4,4,1.000,3,9,12,3,1,0,3,4,14,12.3
Raymond Felton,33-211,G,2018-01-23 *,OKC,,BRK,W,0,17,6,8,.750,4,6,.667,2,2,1.000,0,0,,0,2,2,4,1,0,1,1,14,13.8
Raymond Felton,33-172,G,2017-12-15 *,OKC,@,PHI,W,0,19,5,10,.500,1,5,.200,4,5,.800,0,0,,1,1,2,3,0,1,2,1,14,10.4
Raymond Felton,33-230,G,2018-02-11 *,OKC,,MEM,W,1,34,3,12,.250,1,4,.250,2,8,.250,6,6,1.000,0,6,6,8,0,0,1,1,14,12.8
Yogi Ferrell,24-164,G,2017-10-20 *,DAL,,SAC,L,0,30,3,8,.375,2,4,.500,1,4,.250,7,8,.875,0,4,4,2,1,0,4,3,14,7.6
Yogi Ferrell,24-258,G,2018-01-22 *,DAL,,WAS,W,0,31,6,16,.375,4,10,.400,2,6,.333,0,0,,1,4,5,2,1,0,0,4,14,7.9
Yogi Ferrell,24-325,G,2018-03-30 *,DAL,,MIN,L,0,29,6,16,.375,4,10,.400,2,6,.333,0,0,,0,4,4,3,2,0,0,3,14,9.3
Dorian Finney-Smith,24-169,F,2017-10-20 *,DAL,,SAC,L,0,21,5,6,.833,2,2,1.000,3,4,.750,1,2,.500,2,0,2,1,0,0,0,2,14,12.7
Bryn Forbes,24-185,G,2018-01-24 *,SAS,@,MEM,W,0,25,3,10,.300,1,6,.167,2,4,.500,6,6,1.000,0,1,1,0,2,0,1,3,14,8.3
Bryn Forbes,24-232,G,2018-03-12 *,SAS,@,HOU,L,0,25,4,8,.500,3,4,.750,1,4,.250,5,5,1.000,1,1,2,3,1,0,0,1,14,13.7
Evan Fournier,25-012,G-F,2017-11-10 *,ORL,@,PHO,W,1,27,5,14,.357,5,7,.714,0,7,.000,4,5,.800,0,1,1,4,0,0,0,1,14,8.5
Evan Fournier,25-058,G-F,2017-12-26 *,ORL,@,MIA,L,1,30,5,10,.500,4,7,.571,1,3,.333,3,3,1.000,0,3,3,1,0,0,4,4,14,5.0
De'Aaron Fox,19-347,G,2017-12-02 *,SAC,@,MIL,L,1,21,5,10,.500,4,8,.500,1,2,.500,3,4,.750,2,4,6,3,1,0,2,3,14,11.1
De'Aaron Fox,19-353,G,2017-12-08 *,SAC,@,NOP,W,1,36,5,14,.357,4,11,.364,1,3,.333,3,4,.750,0,1,1,4,2,0,1,1,14,9.5
De'Aaron Fox,20-036,G,2018-01-25 *,SAC,@,MIA,W,1,30,6,15,.400,6,14,.429,0,1,.000,2,3,.667,1,2,3,4,1,0,2,4,14,7.0
De'Aaron Fox,19-302,G,2017-10-18 *,SAC,,HOU,L,0,24,7,15,.467,7,13,.538,0,2,.000,0,0,,2,2,4,5,0,0,3,2,14,8.0
De'Aaron Fox,19-319,G,2017-11-04 *,SAC,@,DET,L,1,27,5,10,.500,5,8,.625,0,2,.000,4,6,.667,0,0,0,4,0,0,3,4,14,6.4
De'Aaron Fox,19-310,G,2017-10-26 *,SAC,,NOP,L,0,25,4,13,.308,3,12,.250,1,1,1.000,5,5,1.000,0,2,2,5,0,0,0,3,14,9.4
Danilo Gallinari,29-085,F,2017-11-01 *,LAC,,DAL,W,1,26,5,10,.500,2,3,.667,3,7,.429,1,1,1.000,0,6,6,4,1,0,0,2,14,13.8
Danilo Gallinari,29-077,F,2017-10-24 *,LAC,,UTA,W,1,39,5,11,.455,5,9,.556,0,2,.000,4,4,1.000,0,6,6,3,3,0,2,1,14,12.8
Marc Gasol,33-025,C,2018-02-23 *,MEM,,CLE,L,1,30,5,12,.417,4,9,.444,1,3,.333,3,4,.750,0,9,9,4,0,1,5,4,14,6.8
Marc Gasol,32-262,C,2017-10-18 *,MEM,,NOP,W,1,29,6,18,.333,4,13,.308,2,5,.400,0,0,,3,8,11,4,0,3,2,6,14,8.8
Marc Gasol,33-047,C,2018-03-17 *,MEM,,DEN,W,1,36,4,15,.267,2,8,.250,2,7,.286,4,4,1.000,0,5,5,5,1,2,1,2,14,10.7
Marc Gasol,32-297,C,2017-11-22 *,MEM,,DAL,L,1,34,5,15,.333,4,11,.364,1,4,.250,3,3,1.000,0,10,10,4,0,1,4,2,14,7.2
Pau Gasol,37-134,F-C,2017-11-17 *,SAS,,OKC,W,1,30,3,7,.429,1,4,.250,2,3,.667,6,6,1.000,3,5,8,4,0,2,1,3,14,15.9
Pau Gasol,37-170,F-C,2017-12-23 *,SAS,@,SAC,W,1,31,5,8,.625,3,5,.600,2,3,.667,2,3,.667,0,11,11,10,0,0,1,4,14,17.7
Pau Gasol,37-155,F-C,2017-12-08 *,SAS,,BOS,W,1,25,5,10,.500,5,8,.625,0,2,.000,4,4,1.000,2,9,11,0,1,0,0,1,14,13.7
Pau Gasol,37-202,F-C,2018-01-24 *,SAS,@,MEM,W,1,33,4,9,.444,4,9,.444,0,0,,6,8,.750,4,11,15,9,0,0,2,3,14,17.7
Pau Gasol,37-206,F-C,2018-01-28 *,SAS,,SAC,W,1,25,5,8,.625,5,7,.714,0,1,.000,4,7,.571,2,9,11,3,0,0,1,1,14,14.0
Pau Gasol,37-199,F-C,2018-01-21 *,SAS,,IND,L,1,31,6,8,.750,6,6,1.000,0,2,.000,2,3,.667,1,8,9,4,0,3,2,2,14,15.6
Rudy Gay,31-205,F,2018-03-10 *,SAS,@,OKC,L,0,23,7,14,.500,7,13,.538,0,1,.000,0,0,,1,5,6,1,0,0,0,0,14,9.9
Rudy Gay,31-062,F,2017-10-18 *,SAS,,MIN,W,0,24,5,9,.556,5,8,.625,0,1,.000,4,4,1.000,1,4,5,2,1,0,0,3,14,12.8
Rudy Gay,31-212,F,2018-03-17 *,SAS,,MIN,W,0,21,7,12,.583,7,11,.636,0,1,.000,0,0,,1,3,4,0,1,4,0,2,14,13.0
Rudy Gay,31-074,F,2017-10-30 *,SAS,@,BOS,L,0,21,5,12,.417,3,9,.333,2,3,.667,2,2,1.000,0,3,3,0,0,1,0,2,14,8.4
Paul George,27-173,F,2017-10-22 *,OKC,,MIN,L,1,37,6,20,.300,5,12,.417,1,8,.125,1,1,1.000,0,6,6,8,4,0,2,4,14,10.2
Taj Gibson,32-217,F,2018-01-27 *,MIN,,BRK,W,1,34,7,13,.538,7,12,.583,0,1,.000,0,0,,1,4,5,0,1,1,0,2,14,10.5
Taj Gibson,32-163,F,2017-12-04 *,MIN,@,MEM,L,1,37,4,11,.364,4,10,.400,0,1,.000,6,6,1.000,1,4,5,4,1,0,1,2,14,11.8
Taj Gibson,32-212,F,2018-01-22 *,MIN,@,LAC,W,1,38,7,13,.538,7,13,.538,0,0,,0,0,,4,2,6,2,4,0,2,3,14,13.3
Taj Gibson,32-191,F,2018-01-01 *,MIN,,LAL,W,1,33,5,9,.556,5,9,.556,0,0,,4,4,1.000,0,5,5,1,0,0,1,3,14,9.7
Taj Gibson,32-137,F,2017-11-08 *,MIN,@,GSW,L,1,27,5,10,.500,5,9,.556,0,1,.000,4,4,1.000,0,7,7,0,0,0,1,2,14,9.3
Taj Gibson,32-210,F,2018-01-20 *,MIN,,TOR,W,1,40,5,8,.625,5,8,.625,0,0,,4,6,.667,3,5,8,0,0,2,0,0,14,14.6
Manu Ginobili,40-186,G,2018-01-30 *,SAS,,DEN,W,0,23,5,12,.417,2,6,.333,3,6,.500,1,1,1.000,0,1,1,4,0,1,0,4,14,9.8
Manu Ginobili,40-089,G,2017-10-25 *,SAS,@,MIA,W,0,22,6,12,.500,4,7,.571,2,5,.400,0,0,,0,3,3,1,0,0,0,2,14,8.8
Rudy Gobert,25-233,C,2018-02-14 *,UTA,,PHO,W,1,37,5,8,.625,5,8,.625,0,0,,4,4,1.000,2,15,17,1,0,0,0,4,14,15.4
Aaron Gordon,22-032,F,2017-10-18 *,ORL,,MIA,W,1,34,4,13,.308,3,11,.273,1,2,.500,5,6,.833,2,7,9,3,0,2,1,4,14,10.5
Aaron Gordon,22-083,F,2017-12-08 *,ORL,,DEN,L,1,29,5,12,.417,4,8,.500,1,4,.250,3,5,.600,2,1,3,2,0,0,1,0,14,8.9
Aaron Gordon,22-103,F,2017-12-28 *,ORL,,DET,W,1,30,6,12,.500,4,10,.400,2,2,1.000,0,0,,1,6,7,2,0,1,5,2,14,6.8
Aaron Gordon,22-122,F,2018-01-16 *,ORL,,MIN,W,1,39,5,17,.294,4,10,.400,1,7,.143,3,3,1.000,3,4,7,1,0,1,3,2,14,5.0
Aaron Gordon,22-168,F,2018-03-03 *,ORL,,MEM,W,1,33,4,8,.500,4,7,.571,0,1,.000,6,7,.857,1,7,8,2,2,2,3,5,14,12.2
